,timestamp,Portfolio_Value,Budget,Active_Positions,Peak,Drawdown
0,2025-02-27 19:15:00,1000.0,1000.0,0,1000.0,0.0
1,2025-02-27 19:30:00,1000.0,1000.0,0,1000.0,0.0
2,2025-02-27 19:45:00,1000.0,1000.0,0,1000.0,0.0
3,2025-02-27 20:00:00,1000.0,1000.0,0,1000.0,0.0
4,2025-02-27 20:15:00,1000.0,1000.0,0,1000.0,0.0
5,2025-02-27 20:30:00,1000.0,1000.0,0,1000.0,0.0
6,2025-02-27 20:45:00,1000.0,1000.0,0,1000.0,0.0
7,2025-02-27 21:00:00,1000.0,1000.0,0,1000.0,0.0
8,2025-02-27 21:15:00,1000.0,1000.0,0,1000.0,0.0
9,2025-02-27 21:30:00,1000.0,1000.0,0,1000.0,0.0
10,2025-02-27 21:45:00,1000.0,1000.0,0,1000.0,0.0
11,2025-02-27 22:00:00,1000.0,1000.0,0,1000.0,0.0
12,2025-02-27 22:15:00,1000.0,1000.0,0,1000.0,0.0
13,2025-02-27 22:30:00,1000.0,1000.0,0,1000.0,0.0
14,2025-02-27 22:45:00,1000.0,1000.0,0,1000.0,0.0
15,2025-02-27 23:00:00,1000.0,1000.0,0,1000.0,0.0
16,2025-02-27 23:15:00,1000.0,1000.0,0,1000.0,0.0
17,2025-02-27 23:30:00,1000.0,1000.0,0,1000.0,0.0
18,2025-02-27 23:45:00,1000.0,1000.0,0,1000.0,0.0
19,2025-02-28 00:00:00,1000.0,1000.0,0,1000.0,0.0
20,2025-02-28 00:15:00,1000.0,1000.0,0,1000.0,0.0
21,2025-02-28 00:30:00,1000.0,1000.0,0,1000.0,0.0
22,2025-02-28 00:45:00,1000.0,1000.0,0,1000.0,0.0
23,2025-02-28 01:00:00,1000.0,1000.0,0,1000.0,0.0
24,2025-02-28 01:15:00,1000.0,1000.0,0,1000.0,0.0
25,2025-02-28 01:30:00,1000.0,1000.0,0,1000.0,0.0
26,2025-02-28 01:45:00,1000.0,1000.0,0,1000.0,0.0
27,2025-02-28 02:00:00,1000.0,1000.0,0,1000.0,0.0
28,2025-02-28 02:15:00,1000.0,1000.0,0,1000.0,0.0
29,2025-02-28 02:30:00,1000.0,1000.0,0,1000.0,0.0
30,2025-02-28 02:45:00,1000.0,1000.0,0,1000.0,0.0
31,2025-02-28 03:00:00,1000.0,1000.0,0,1000.0,0.0
32,2025-02-28 03:15:00,1000.0,1000.0,0,1000.0,0.0
33,2025-02-28 03:30:00,1000.0,1000.0,0,1000.0,0.0
34,2025-02-28 03:45:00,1000.0,1000.0,0,1000.0,0.0
35,2025-02-28 04:00:00,1000.0,1000.0,0,1000.0,0.0
36,2025-02-28 04:15:00,1000.0,1000.0,0,1000.0,0.0
37,2025-02-28 04:30:00,1000.0,1000.0,0,1000.0,0.0
38,2025-02-28 04:45:00,1000.0,1000.0,0,1000.0,0.0
39,2025-02-28 05:00:00,1000.0,1000.0,0,1000.0,0.0
40,2025-02-28 05:15:00,1000.0,1000.0,0,1000.0,0.0
41,2025-02-28 05:30:00,1000.0,1000.0,0,1000.0,0.0
42,2025-02-28 05:45:00,1000.0,1000.0,0,1000.0,0.0
43,2025-02-28 06:00:00,1000.0,1000.0,0,1000.0,0.0
44,2025-02-28 06:15:00,1000.0,1000.0,0,1000.0,0.0
45,2025-02-28 06:30:00,1000.0,1000.0,0,1000.0,0.0
46,2025-02-28 06:45:00,1000.0,1000.0,0,1000.0,0.0
47,2025-02-28 07:00:00,1000.0,1000.0,0,1000.0,0.0
48,2025-02-28 07:15:00,998.7562189054727,750.0,1,1000.0,-0.12437810945272743
49,2025-02-28 07:30:00,999.9799922766302,750.0,1,1000.0,-0.002000772336974155
50,2025-02-28 07:45:00,998.2511695776933,750.0,1,1000.0,-0.17488304223066686
51,2025-02-28 08:00:00,998.6785190088913,750.0,1,1000.0,-0.13214809911087366
52,2025-02-28 08:15:00,999.1835683366705,750.0,1,1000.0,-0.08164316633294533
53,2025-02-28 08:30:00,998.775643879618,750.0,1,1000.0,-0.12243561203820752
54,2025-02-28 08:45:00,1002.3304141482188,750.0,1,1002.3304141482188,0.0
55,2025-02-28 09:00:00,1001.4368653375323,750.0,1,1002.3304141482188,-0.08914713133252317
56,2025-02-28 09:15:00,1004.4283113559176,750.0,1,1004.4283113559176,0.0
57,2025-02-28 09:30:00,1004.933360683697,562.5,2,1004.933360683697,0.0
58,2025-02-28 09:45:00,1003.5241892183162,1003.5241892183162,0,1004.933360683697,-0.140225364239277
59,2025-02-28 10:00:00,1003.5241892183162,752.6431419137372,1,1004.933360683697,-0.140225364239277
60,2025-02-28 10:15:00,1003.5053504225355,752.6431419137372,1,1004.933360683697,-0.14209999558477682
61,2025-02-28 10:30:00,1005.0766943786042,1005.0766943786042,0,1005.0766943786042,0.0
62,2025-02-28 10:45:00,1005.0766943786042,1005.0766943786042,0,1005.0766943786042,0.0
63,2025-02-28 11:00:00,1005.0766943786042,1005.0766943786042,0,1005.0766943786042,0.0
64,2025-02-28 11:15:00,1005.0766943786042,1005.0766943786042,0,1005.0766943786042,0.0
65,2025-02-28 11:30:00,1005.0766943786042,1005.0766943786042,0,1005.0766943786042,0.0
66,2025-02-28 11:45:00,1005.0766943786042,1005.0766943786042,0,1005.0766943786042,0.0
67,2025-02-28 12:00:00,1005.0766943786041,753.8075207839531,1,1005.0766943786042,-1.1102230246251565e-14
68,2025-02-28 12:15:00,1005.7493411774482,565.3556405879649,2,1005.7493411774482,0.0
69,2025-02-28 12:30:00,1006.2076439395917,565.3556405879649,2,1006.2076439395917,0.0
70,2025-02-28 12:45:00,1006.5677389669902,565.3556405879649,2,1006.5677389669902,0.0
71,2025-02-28 13:00:00,1005.5856616195397,565.3556405879649,2,1006.5677389669902,-0.09756694054772197
72,2025-02-28 13:15:00,1002.5480823826517,751.9110617869887,1,1006.5677389669902,-0.39934287864855644
73,2025-02-28 13:30:00,999.2312349876465,563.9332963402416,2,1006.5677389669902,-0.7288634132932681
74,2025-02-28 13:45:00,999.9366811264173,422.94997225518114,3,1006.5677389669902,-0.6587790949249106
75,2025-02-28 14:00:00,997.5298807948978,502.6346137202816,3,1006.5677389669902,-0.8978887184848183
76,2025-02-28 14:15:00,997.026028728543,502.6346137202816,3,1006.5677389669902,-0.9479451674300199
77,2025-02-28 14:30:00,992.7853699425764,744.5890274569323,1,1006.5677389669902,-1.3692440648414017
78,2025-02-28 14:45:00,989.8128448209814,744.5890274569323,1,1006.5677389669902,-1.6645570384764996
79,2025-02-28 15:00:00,988.3611465057837,744.5890274569323,1,1006.5677389669902,-1.8087796535076084
80,2025-02-28 15:15:00,990.4177191189804,744.5890274569323,1,1006.5677389669902,-1.6044642822135469
81,2025-02-28 15:30:00,989.3289453825821,744.5890274569323,1,1006.5677389669902,-1.712631243486873
82,2025-02-28 15:45:00,986.0453420505876,744.5890274569323,1,1006.5677389669902,-2.0388490632000655
83,2025-02-28 16:00:00,988.4129928741837,744.5890274569323,1,1006.5677389669902,-1.8036288458279204
84,2025-02-28 16:15:00,988.6203783477833,744.5890274569323,1,1006.5677389669902,-1.7830256151091906
85,2025-02-28 16:30:00,989.9511018033811,744.5890274569323,1,1006.5677389669902,-1.6508215513306834
86,2025-02-28 16:45:00,989.8819733121812,744.5890274569323,1,1006.5677389669902,-1.657689294903597
87,2025-02-28 17:00:00,987.0131409273861,744.5890274569323,1,1006.5677389669902,-1.94270065317933
88,2025-02-28 17:15:00,988.7586353301831,744.5890274569323,1,1006.5677389669902,-1.7692901279633744
89,2025-02-28 17:30:00,987.5661688569851,744.5890274569323,1,1006.5677389669902,-1.8877587045960653
90,2025-02-28 17:45:00,987.7389900849848,744.5890274569323,1,1006.5677389669902,-1.8705893456637868
91,2025-02-28 18:00:00,990.5732582241801,744.5890274569323,1,1006.5677389669902,-1.589011859174494
92,2025-02-28 18:15:00,990.5386939785801,744.5890274569323,1,1006.5677389669902,-1.5924457309609563
93,2025-02-28 18:30:00,987.9290934357845,744.5890274569323,1,1006.5677389669902,-1.8517030508382826
94,2025-02-28 18:45:00,989.2079705229824,744.5890274569323,1,1006.5677389669902,-1.7246497947394634
95,2025-02-28 19:00:00,986.8230375765863,744.5890274569323,1,1006.5677389669902,-1.9615869480048342
96,2025-02-28 19:15:00,987.2550906465856,744.5890274569323,1,1006.5677389669902,-1.918663550674149
97,2025-02-28 19:30:00,987.2378085237856,744.5890274569323,1,1006.5677389669902,-1.9203804865673857
98,2025-02-28 19:45:00,986.2354454013873,744.5890274569323,1,1006.5677389669902,-2.0199627683745613
99,2025-02-28 20:00:00,986.1490347873874,744.5890274569323,1,1006.5677389669902,-2.0285474478407006
100,2025-02-28 20:15:00,986.8403196993863,744.5890274569323,1,1006.5677389669902,-1.9598700121116086
101,2025-02-28 20:30:00,987.3415012605855,744.5890274569323,1,1006.5677389669902,-1.9100788712080208
102,2025-02-28 20:45:00,989.2079705229824,744.5890274569323,1,1006.5677389669902,-1.7246497947394634
103,2025-02-28 21:00:00,988.8968923125828,744.5890274569323,1,1006.5677389669902,-1.7555546408175582
104,2025-02-28 21:15:00,987.9809398041843,744.5890274569323,1,1006.5677389669902,-1.8465522431586057
105,2025-02-28 21:30:00,985.9416493137878,744.5890274569323,1,1006.5677389669902,-2.0491506785594304
106,2025-02-28 21:45:00,987.0995515413858,744.5890274569323,1,1006.5677389669902,-1.9341159737132019
107,2025-02-28 22:00:00,985.8379565769881,744.5890274569323,1,1006.5677389669902,-2.0594522939187843
108,2025-02-28 22:15:00,984.7491828405898,744.5890274569323,1,1006.5677389669902,-2.1676192551921103
109,2025-02-28 22:30:00,984.6454901037899,558.4417705926992,2,1006.5677389669902,-2.1779208705514863
110,2025-02-28 22:45:00,987.7478237423609,418.8313279445244,3,1006.5677389669902,-1.8697117437862287
111,2025-02-28 23:00:00,987.1188971184109,314.1234959583933,4,1006.5677389669902,-1.932194038777657
112,2025-02-28 23:15:00,987.7686161175279,314.1234959583933,4,1006.5677389669902,-1.8676460730556732
113,2025-02-28 23:30:00,986.9796716186002,314.1234959583933,4,1006.5677389669902,-1.946025745718083
114,2025-02-28 23:45:00,984.3285106263387,313.88800502569086,4,1006.5677389669902,-2.209411992825727
115,2025-03-01 00:00:00,981.9098290703413,339.3808723572579,4,1006.5677389669902,-2.4497019864708314
116,2025-03-01 00:15:00,980.8149314568896,332.688144118599,4,1006.5677389669902,-2.558477339690024
117,2025-03-01 00:30:00,985.6173068903886,332.688144118599,4,1006.5677389669902,-2.081373291190758
118,2025-03-01 00:45:00,985.1684867564167,332.688144118599,4,1006.5677389669902,-2.125962454601904
119,2025-03-01 01:00:00,988.1756972973881,558.4818524429052,2,1006.5677389669902,-1.8272035708672085
120,2025-03-01 01:15:00,989.3624127318114,746.4198355773585,1,1006.5677389669902,-1.7093063456251834
121,2025-03-01 01:30:00,987.9452786622138,746.4198355773585,1,1006.5677389669902,-1.8500950888698298
122,2025-03-01 01:45:00,986.7528121890158,746.4198355773585,1,1006.5677389669902,-1.9685636655025207
123,2025-03-01 02:00:00,985.5949099614177,746.4198355773585,1,1006.5677389669902,-2.0835983703487604
124,2025-03-01 02:15:00,982.440836139809,982.440836139809,0,1006.5677389669902,-2.3969477555422003
125,2025-03-01 02:30:00,982.440836139809,982.440836139809,0,1006.5677389669902,-2.3969477555422003
126,2025-03-01 02:45:00,982.440836139809,982.440836139809,0,1006.5677389669902,-2.3969477555422003
127,2025-03-01 03:00:00,982.440836139809,982.440836139809,0,1006.5677389669902,-2.3969477555422003
128,2025-03-01 03:15:00,982.440836139809,982.440836139809,0,1006.5677389669902,-2.3969477555422003
129,2025-03-01 03:30:00,982.440836139809,982.440836139809,0,1006.5677389669902,-2.3969477555422003
130,2025-03-01 03:45:00,982.440836139809,982.440836139809,0,1006.5677389669902,-2.3969477555422003
131,2025-03-01 04:00:00,982.440836139809,982.440836139809,0,1006.5677389669902,-2.3969477555422003
132,2025-03-01 04:15:00,982.440836139809,982.440836139809,0,1006.5677389669902,-2.3969477555422003
133,2025-03-01 04:30:00,982.440836139809,982.440836139809,0,1006.5677389669902,-2.3969477555422003
134,2025-03-01 04:45:00,981.2188948013268,736.8306271048568,1,1006.5677389669902,-2.5183445866920118
135,2025-03-01 05:00:00,978.4959799087262,734.7858977396786,1,1006.5677389669902,-2.788859405237165
136,2025-03-01 05:15:00,979.5798027974091,734.7858977396786,1,1006.5677389669902,-2.681184298364059
137,2025-03-01 05:30:00,978.21251853784,734.7858977396786,1,1006.5677389669902,-2.8170205870347353
138,2025-03-01 05:45:00,976.3649339966015,976.3649339966015,0,1006.5677389669902,-3.0005735134512546
139,2025-03-01 06:00:00,975.1505497503371,732.2737004974512,1,1006.5677389669902,-3.121219566295219
140,2025-03-01 06:15:00,974.5810454141579,732.2737004974512,1,1006.5677389669902,-3.1777984048703245
141,2025-03-01 06:30:00,973.1528457899133,973.1528457899133,0,1006.5677389669902,-3.3196864834322604
142,2025-03-01 06:45:00,973.1528457899133,973.1528457899133,0,1006.5677389669902,-3.3196864834322604
143,2025-03-01 07:00:00,973.1528457899133,973.1528457899133,0,1006.5677389669902,-3.3196864834322604
144,2025-03-01 07:15:00,973.1528457899133,973.1528457899133,0,1006.5677389669902,-3.3196864834322604
145,2025-03-01 07:30:00,973.1528457899133,973.1528457899133,0,1006.5677389669902,-3.3196864834322604
146,2025-03-01 07:45:00,973.1528457899133,973.1528457899133,0,1006.5677389669902,-3.3196864834322604
147,2025-03-01 08:00:00,973.1528457899133,973.1528457899133,0,1006.5677389669902,-3.3196864834322604
148,2025-03-01 08:15:00,973.1528457899133,973.1528457899133,0,1006.5677389669902,-3.3196864834322604
149,2025-03-01 08:30:00,973.1528457899133,973.1528457899133,0,1006.5677389669902,-3.3196864834322604
150,2025-03-01 08:45:00,973.1528457899133,973.1528457899133,0,1006.5677389669902,-3.3196864834322604
151,2025-03-01 09:00:00,973.1528457899133,973.1528457899133,0,1006.5677389669902,-3.3196864834322604
152,2025-03-01 09:15:00,973.1528457899133,973.1528457899133,0,1006.5677389669902,-3.3196864834322604
153,2025-03-01 09:30:00,973.1528457899133,973.1528457899133,0,1006.5677389669902,-3.3196864834322604
154,2025-03-01 09:45:00,973.1528457899133,973.1528457899133,0,1006.5677389669902,-3.3196864834322604
155,2025-03-01 10:00:00,973.1528457899133,973.1528457899133,0,1006.5677389669902,-3.3196864834322604
156,2025-03-01 10:15:00,973.1528457899133,973.1528457899133,0,1006.5677389669902,-3.3196864834322604
157,2025-03-01 10:30:00,973.1528457899133,973.1528457899133,0,1006.5677389669902,-3.3196864834322604
158,2025-03-01 10:45:00,973.1528457899133,973.1528457899133,0,1006.5677389669902,-3.3196864834322604
159,2025-03-01 11:00:00,971.9424566782343,729.864634342435,1,1006.5677389669902,-3.439935629597146
160,2025-03-01 11:15:00,970.8971108577796,547.3984757568262,2,1006.5677389669902,-3.5437881354928313
161,2025-03-01 11:30:00,965.3530375642289,724.9164155058904,1,1006.5677389669902,-4.094578020656481
162,2025-03-01 11:45:00,966.385840923586,724.9164155058904,1,1006.5677389669902,-3.9919715770586506
163,2025-03-01 12:00:00,966.0522454385136,543.6873116294178,2,1006.5677389669902,-4.025113458340757
164,2025-03-01 12:15:00,964.9408378180785,543.6873116294178,2,1006.5677389669902,-4.135529039668217
165,2025-03-01 12:30:00,964.9408378180785,543.6873116294178,2,1006.5677389669902,-4.135529039668217
166,2025-03-01 12:45:00,965.5415986939894,543.6873116294178,2,1006.5677389669902,-4.075844941653372
167,2025-03-01 13:00:00,966.1423595699001,543.6873116294178,2,1006.5677389669902,-4.016160843638539
168,2025-03-01 13:15:00,967.524109584495,543.6873116294178,2,1006.5677389669902,-3.878887418204413
169,2025-03-01 13:30:00,964.6551043878816,407.7654837220633,3,1006.5677389669902,-4.1639159449042396
170,2025-03-01 13:45:00,961.5566099447663,586.566046904271,2,1006.5677389669902,-4.471743657154903
171,2025-03-01 14:00:00,958.5814322102754,540.0678463525179,2,1006.5677389669902,-4.76732016128013
172,2025-03-01 14:15:00,958.5416744881718,405.05088476438846,3,1006.5677389669902,-4.771269992033133
173,2025-03-01 14:30:00,961.0452586174508,405.05088476438846,3,1006.5677389669902,-4.522545139014456
174,2025-03-01 14:45:00,961.2439557705682,405.05088476438846,3,1006.5677389669902,-4.5028050713145635
175,2025-03-01 15:00:00,961.6799513451631,584.8201437970656,2,1006.5677389669902,-4.459489995963317
176,2025-03-01 15:15:00,961.787387681147,584.8201437970656,2,1006.5677389669902,-4.448816463341043
177,2025-03-01 15:30:00,960.5518698173303,584.8201437970656,2,1006.5677389669902,-4.57156208849735
178,2025-03-01 15:45:00,960.6861652373104,584.8201437970656,2,1006.5677389669902,-4.558220172719485
179,2025-03-01 16:00:00,960.5250107333344,584.8201437970656,2,1006.5677389669902,-4.574230471652907
180,2025-03-01 16:15:00,961.9216831011272,584.8201437970656,2,1006.5677389669902,-4.435474547563178
181,2025-03-01 16:30:00,962.0296860683342,719.8372982990886,1,1006.5677389669902,-4.424744721538964
182,2025-03-01 16:45:00,961.8575521751079,719.8372982990886,1,1006.5677389669902,-4.441845795471943
183,2025-03-01 17:00:00,961.0485228769448,719.8372982990886,1,1006.5677389669902,-4.522220842956914
184,2025-03-01 17:15:00,961.0657362662675,719.8372982990886,1,1006.5677389669902,-4.52051073556361
185,2025-03-01 17:30:00,959.8263722350389,719.8372982990886,1,1006.5677389669902,-4.643638467881017
186,2025-03-01 17:45:00,959.7058785097806,719.8372982990886,1,1006.5677389669902,-4.655609219634083
187,2025-03-01 18:00:00,961.1690166022032,719.8372982990886,1,1006.5677389669902,-4.510250091203827
188,2025-03-01 18:15:00,961.0140960982997,719.8372982990886,1,1006.5677389669902,-4.525641057743501
189,2025-03-01 18:30:00,960.8591755943961,719.8372982990886,1,1006.5677389669902,-4.541032024283176
190,2025-03-01 18:45:00,961.3927906633972,719.8372982990886,1,1006.5677389669902,-4.488018695090967
191,2025-03-01 19:00:00,961.7886986178175,719.8372982990886,1,1006.5677389669902,-4.448686225045129
192,2025-03-01 19:15:00,961.7026316712044,719.8372982990886,1,1006.5677389669902,-4.457236762011618
193,2025-03-01 19:30:00,962.0124726790116,719.8372982990886,1,1006.5677389669902,-4.426454828932258
194,2025-03-01 19:45:00,962.5116609693674,719.8372982990886,1,1006.5677389669902,-4.3768617145266475
195,2025-03-01 20:00:00,961.7714852284948,719.8372982990886,1,1006.5677389669902,-4.450396332438434
196,2025-03-01 20:15:00,961.7026316712044,719.8372982990886,1,1006.5677389669902,-4.457236762011618
197,2025-03-01 20:30:00,960.635401533202,719.8372982990886,1,1006.5677389669902,-4.563263420396046
198,2025-03-01 20:45:00,961.2895103274616,719.8372982990886,1,1006.5677389669902,-4.49827933945074
199,2025-03-01 21:00:00,960.9796693196545,719.8372982990886,1,1006.5677389669902,-4.529061272530088
200,2025-03-01 21:15:00,961.5993513352687,719.8372982990886,1,1006.5677389669902,-4.467497406371401
201,2025-03-01 21:30:00,961.5132843886556,719.8372982990886,1,1006.5677389669902,-4.47604794333788
202,2025-03-01 21:45:00,962.2706735188508,719.8372982990886,1,1006.5677389669902,-4.400803218032811
203,2025-03-01 22:00:00,962.3395270761413,719.8372982990886,1,1006.5677389669902,-4.393962788459616
204,2025-03-01 22:15:00,962.5999656565925,962.5999656565925,0,1006.5677389669902,-4.368088863599029
205,2025-03-01 22:30:00,962.5999656565925,721.9499742424443,1,1006.5677389669902,-4.368088863599029
206,2025-03-01 22:45:00,963.4049051434763,541.4624806818333,2,1006.5677389669902,-4.288120128687078
207,2025-03-01 23:00:00,963.9045211001932,406.096860511375,3,1006.5677389669902,-4.238484526692754
208,2025-03-01 23:15:00,962.9328912325684,406.096860511375,3,1006.5677389669902,-4.3350135361185815
209,2025-03-01 23:30:00,965.1870725254577,406.096860511375,3,1006.5677389669902,-4.111066234250682
210,2025-03-01 23:45:00,962.8551608431584,406.096860511375,3,1006.5677389669902,-4.342735856872649
211,2025-03-02 00:00:00,960.7994005738233,405.5754543129556,3,1006.5677389669902,-4.54697052382561
212,2025-03-02 00:15:00,958.8893100436408,719.1669825327306,1,1006.5677389669902,-4.7367332646961575
213,2025-03-02 00:30:00,958.3748798187503,539.3752368995479,2,1006.5677389669902,-4.78784062736789
214,2025-03-02 00:45:00,961.4793384406462,404.5314276746609,3,1006.5677389669902,-4.479420388797362
215,2025-03-02 01:00:00,956.408317668878,538.3661246050267,2,1006.5677389669902,-4.983213683123733
216,2025-03-02 01:15:00,955.9583976312434,776.7876074278994,1,1006.5677389669902,-5.027912119226629
217,2025-03-02 01:30:00,955.4934883009232,716.6201162256924,1,1006.5677389669902,-5.074099704256662
218,2025-03-02 01:45:00,955.4934883009232,537.4650871692693,2,1006.5677389669902,-5.074099704256662
219,2025-03-02 02:00:00,958.5903072066852,403.09881537695196,3,1006.5677389669902,-4.766438452472432
220,2025-03-02 02:15:00,956.8061821736746,403.09881537695196,3,1006.5677389669902,-4.9436868346669165
221,2025-03-02 02:30:00,956.730261959504,403.09881537695196,3,1006.5677389669902,-4.951229319015615
222,2025-03-02 02:45:00,959.2294026187539,644.0141216957597,2,1006.5677389669902,-4.702945913686662
223,2025-03-02 03:00:00,959.914858646488,824.7500030697909,1,1006.5677389669902,-4.6348475631039605
224,2025-03-02 03:15:00,960.0170030840251,824.7500030697909,1,1006.5677389669902,-4.62469976742338
225,2025-03-02 03:30:00,959.0512738564028,824.7500030697909,1,1006.5677389669902,-4.720642562948829
226,2025-03-02 03:45:00,958.6055526744234,824.7500030697909,1,1006.5677389669902,-4.7649238531913385
227,2025-03-02 04:00:00,959.032702140487,824.7500030697909,1,1006.5677389669902,-4.722487616708926
228,2025-03-02 04:15:00,959.2927061633084,824.7500030697909,1,1006.5677389669902,-4.696656864067461
229,2025-03-02 04:30:00,959.3484213110559,824.7500030697909,1,1006.5677389669902,-4.691121702787148
230,2025-03-02 04:45:00,959.1162748621082,824.7500030697909,1,1006.5677389669902,-4.714184874788452
231,2025-03-02 05:00:00,959.4598516065507,824.7500030697909,1,1006.5677389669902,-4.680051380226513
232,2025-03-02 05:15:00,959.4784233224665,824.7500030697909,1,1006.5677389669902,-4.678206326466416
233,2025-03-02 05:30:00,959.6455687657088,824.7500030697909,1,1006.5677389669902,-4.661600842625468
234,2025-03-02 05:45:00,959.7941424930353,824.7500030697909,1,1006.5677389669902,-4.646840412544629
235,2025-03-02 06:00:00,960.0820040897304,824.7500030697909,1,1006.5677389669902,-4.618242079263013
236,2025-03-02 06:15:00,960.0912899476882,824.7500030697909,1,1006.5677389669902,-4.61731955238297
237,2025-03-02 06:30:00,959.8405717828248,824.7500030697909,1,1006.5677389669902,-4.642227778144381
238,2025-03-02 06:45:00,959.9705737942355,824.7500030697909,1,1006.5677389669902,-4.629312401823638
239,2025-03-02 07:00:00,958.9027001290763,824.7500030697909,1,1006.5677389669902,-4.73540299302967
240,2025-03-02 07:15:00,959.0419879984449,824.7500030697909,1,1006.5677389669902,-4.7215650898288715
241,2025-03-02 07:30:00,959.0698455723186,824.7500030697909,1,1006.5677389669902,-4.718797509188722
242,2025-03-02 07:45:00,959.3391354530979,824.7500030697909,1,1006.5677389669902,-4.692044229667203
243,2025-03-02 08:00:00,959.3948506008453,824.7500030697909,1,1006.5677389669902,-4.68650906838689
244,2025-03-02 08:15:00,959.3762788849295,824.7500030697909,1,1006.5677389669902,-4.688354122146987
245,2025-03-02 08:30:00,960.3420081125518,824.7500030697909,1,1006.5677389669902,-4.592411326621548
246,2025-03-02 08:45:00,960.026288941983,824.7500030697909,1,1006.5677389669902,-4.623777240543314
247,2025-03-02 09:00:00,959.2047693555272,618.5625023023431,2,1006.5677389669902,-4.705393167087801
248,2025-03-02 09:15:00,958.3998304707414,463.9218767267573,3,1006.5677389669902,-4.785361842182823
249,2025-03-02 09:30:00,957.8704091537575,347.941407545068,4,1006.5677389669902,-4.83795853254837
250,2025-03-02 09:45:00,957.5590567430668,347.941407545068,4,1006.5677389669902,-4.868890619743038
251,2025-03-02 10:00:00,954.9956328714791,616.4267593824997,2,1006.5677389669902,-5.12356040224754
252,2025-03-02 10:15:00,954.8490023990657,616.4267593824997,2,1006.5677389669902,-5.138127774788592
253,2025-03-02 10:30:00,954.668158149756,616.4267593824997,2,1006.5677389669902,-5.156094200922546
254,2025-03-02 10:45:00,954.668158149756,616.4267593824997,2,1006.5677389669902,-5.156094200922546
255,2025-03-02 11:00:00,954.9858575066515,616.4267593824997,2,1006.5677389669902,-5.124531560416945
256,2025-03-02 11:15:00,954.7365857035489,616.4267593824997,2,1006.5677389669902,-5.149296093736721
257,2025-03-02 11:30:00,954.7170349738938,616.4267593824997,2,1006.5677389669902,-5.151238410075532
258,2025-03-02 11:45:00,954.604618278377,616.4267593824997,2,1006.5677389669902,-5.162406729023661
259,2025-03-02 12:00:00,954.7903502101005,616.4267593824997,2,1006.5677389669902,-5.143954723805
260,2025-03-02 12:15:00,954.5997305959631,616.4267593824997,2,1006.5677389669902,-5.162892308108368
261,2025-03-02 12:30:00,953.3876975344907,817.5449743268664,1,1006.5677389669902,-5.283304776594222
262,2025-03-02 12:45:00,953.164836943501,817.5449743268664,1,1006.5677389669902,-5.305445421715483
263,2025-03-02 13:00:00,952.1572758184652,613.1587307451498,2,1006.5677389669902,-5.405544112149352
264,2025-03-02 13:15:00,951.404587922463,459.86904805886235,3,1006.5677389669902,-5.480321781536479
265,2025-03-02 13:30:00,949.2197838552975,496.453374791897,3,1006.5677389669902,-5.697376628675499
266,2025-03-02 13:45:00,946.3130557537062,710.6186458524095,1,1006.5677389669902,-5.986152832110592
267,2025-03-02 14:00:00,945.362668361629,532.9639843893071,2,1006.5677389669902,-6.080571454453143
268,2025-03-02 14:15:00,943.9719812010476,399.72298829198036,3,1006.5677389669902,-6.218732763100743
269,2025-03-02 14:30:00,939.6568713228517,606.4430620749738,2,1006.5677389669902,-6.647428191251903
